Surveyor,Survey_Date,Page #,Row,StreamName,SectionName,AnglerType,AnglerCategory,TargetSpecies,NumAnglers,Guided?,FishingMethod,Num_Cars,Num_Trailers,Fishing_Start_Time,Interview_Start_Time,Fishing_time_corrected,Fishing_End_Time_Corrected,Percent_time_fished,Species,Origin,Fate,Qty,CompleteTrip,County1,interviewed_today,Comments
"Nelson, Rachel",3/2/2019,3,11,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,7:30 AM,4:15 PM,8:45,4:15 PM,1,SH,W,R,1,Yes,"98156,1,98235,1,98258,1",No,Faber to Baker
"Nelson, Rachel",3/2/2019,4,12,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,7:30 AM,5:00 PM,7:36,3:06 PM,0.8,BLC,,R,1,Yes,"98284,1,98234,1,98273,1",No,hippie bar to faber
"Nelson, Rachel",3/2/2019,4,12,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,7:30 AM,5:00 PM,1:54,9:24 AM,0.2,,,,,Yes,"98284,1,98234,1,98273,1",No,hippie bar to faber
"Nelson, Rachel",3/2/2019,4,13,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,9:00 AM,5:00 PM,6:24,3:24 PM,0.8,SH,W,R,1,Yes,"98922,1,98941,1,98402,1",No,hippie bar to faber
"Nelson, Rachel",3/2/2019,4,13,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,9:00 AM,5:00 PM,1:36,10:36 AM,0.2,,,,,Yes,"98922,1,98941,1,98402,1",No,hippie bar to faber
"Nelson, Rachel",3/2/2019,4,14,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,7:00 AM,5:00 PM,10:00,5:00 PM,1,,,,,Yes,"98233,3",No,marb to faber
"Nelson, Rachel",3/2/2019,4,15,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,8:45 AM,5:15 PM,5:57,2:42 PM,0.7,,,,,Yes,"98230,1,28225,2",,hippie bar to faber
"Nelson, Rachel",3/2/2019,4,15,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,8:45 AM,5:15 PM,2:33,11:18 AM,0.3,,,,,Yes,"98230,1,28225,2",,hippie bar to faber
"Nelson, Rachel",3/2/2019,4,16,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,4:00 PM,6:15 PM,2:15,6:15 PM,1,,,,,Yes,"98263,1",No,Dean the fly guy
"Nelson, Rachel",3/2/2019,4,17,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,1,1,10:30 AM,6:15 PM,7:45,6:15 PM,1,SH,W,R,1,Yes,"98221,1",No,Graig 
"Bosley, April",3/3/2019,1,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,1,7:15 AM,8:20 AM,1:05,8:20 AM,1,,,,,No,"11561,1",No,
"Bosley, April",3/3/2019,1,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Gear,1,0,8:00 AM,9:05 AM,1:05,9:05 AM,1,,,,,No,"98115,1",No,
"Bosley, April",3/3/2019,1,3,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,6:45 AM,9:30 AM,2:45,9:30 AM,1,,,,,No,"98284,1",No,
"Bosley, April",3/3/2019,1,4,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,7:45 AM,9:45 AM,2:00,9:45 AM,1,,,,,No,"98107,1",No,
"Bosley, April",3/3/2019,1,5,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Gear,1,0,9:10 AM,10:10 AM,1:00,10:10 AM,1,,,,,No,"98267,1",No,
"Bosley, April",3/3/2019,1,6,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,,1,0,10:15 AM,10:45 AM,0:30,10:45 AM,1,,,,,No,"98036,2",No,
"Bosley, April",3/3/2019,1,7,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Fly,2,0,6:30 AM,11:20 AM,4:50,11:20 AM,1,,,,,No,"98208,1,98284,1",No,
"Bosley, April",3/3/2019,1,8,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,8:00 AM,12:15 PM,4:15,12:15 PM,1,,,,,No,"98201,1",No,
"Lambert, Leah",3/3/2019,2,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Gear,1,0,9:30 AM,10:30 AM,1:00,10:30 AM,1,,,,,No,"98232,1",No,blue dodge
"Lambert, Leah",3/3/2019,2,2,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,2,No,Gear,1,1,7:00 AM,10:45 AM,3:45,10:45 AM,1,,,,,Yes,"98273,2",No,
"Lambert, Leah",3/3/2019,2,3,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,7:00 AM,12:00 PM,5:00,12:00 PM,1,SH,W,R,1,Yes,"98258,2,98282,1",No,
"Lambert, Leah",3/3/2019,2,4,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,2,No,Gear,1,1,9:00 AM,12:40 PM,3:40,12:40 PM,1,,,,,Yes,"98229,2",No,
"Nelson, Rachel",3/3/2019,3,1,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,7:00 AM,2:45 PM,7:45,2:45 PM,1,,,,,Yes,"98226,2",No,Marb to Rock
"Nelson, Rachel",3/3/2019,3,2,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,6:30 AM,3:00 PM,8:30,3:00 PM,1,SH,W,R,1,Yes,"98270,3",No,Rock to Faber
"Nelson, Rachel",3/3/2019,3,3,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Gear,1,0,1:30 PM,3:15 PM,1:45,3:15 PM,1,,,,,No,"98284,2",No,Jackman Bridge
"Nelson, Rachel",3/3/2019,3,4,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,6:30 AM,3:30 PM,4:30,11:00 AM,0.5,SH,W,R,1,Yes,"98292,1,98290,1",No,Hippie Bar to Jackman
"Nelson, Rachel",3/3/2019,3,4,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,6:30 AM,3:30 PM,4:30,11:00 AM,0.5,,,,,Yes,"98292,1,98290,1",No,Hippie Bar to Jackman
"Nelson, Rachel",3/3/2019,3,5,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,4,No,Both,2,1,8:30 AM,3:30 PM,7:00,3:30 PM,1,,,,,Yes,"98292,4",No,Rock to Baker
"Nelson, Rachel",3/3/2019,3,6,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,3:15 PM,3:30 PM,0:15,3:30 PM,1,,,,,No,"98263,1",No,Dean the fly guy
"Nelson, Rachel",3/3/2019,3,7,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,3:30 PM,3:45 PM,0:15,3:45 PM,1,,,,,No,"98225,1",No,by Baker
"Nelson, Rachel",3/3/2019,3,8,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Fly,2,1,7:30 AM,3:45 PM,8:15,3:45 PM,1,,,,,Yes,"98117,1,98108,1",No,Rock to Baker
"Nelson, Rachel",3/3/2019,3,9,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,3,No,,2,1,7:30 AM,4:45 PM,8:19,3:49 PM,0.9,SH,H,R,2,Yes,"98253,3",No,"USFS to Faber; Rachel confirms the validity of this report, individual is someone she has know for 15 years who she believes, also he said that the fish were released because they were 'spawned out'"
"Nelson, Rachel",3/3/2019,3,9,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,3,No,,2,1,7:30 AM,4:45 PM,8:19,3:49 PM,0.9,BLC,,R,1,Yes,"98253,3",No,USFS to Faber
"Nelson, Rachel",3/3/2019,3,9,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,,2,1,7:30 AM,4:45 PM,0:55,8:25 AM,0.1,,,,,Yes,"98253,3",No,USFS to Faber
"Nelson, Rachel",3/3/2019,3,10,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Fly,2,1,8:30 AM,5:00 PM,8:30,5:00 PM,1,,,,,Yes,"98027,1,98115,1",No,Rock to Baker
"Nelson, Rachel",3/3/2019,3,11,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,3,,Both,2,1,8:00 AM,5:30 PM,9:30,5:30 PM,1,BLC,,R,6,Yes,"98203,1,98034,1,98028,1",No,Faber
"Nelson, Rachel",3/3/2019,4,12,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Fly,2,1,10:00 AM,5:30 PM,5:15,3:15 PM,0.7,,,,,Yes,"98225,1,98221,1",No,Hippie Bar to Faber
"Nelson, Rachel",3/3/2019,4,12,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,Fly,2,1,10:00 AM,5:30 PM,2:15,12:15 PM,0.3,,,,,Yes,"98225,1,98221,1",No,Hippie Bar to Faber
"Nelson, Rachel",3/3/2019,4,13,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,10:00 AM,6:00 PM,8:00,6:00 PM,1,SH,W,R,1,Yes,"98223,2",No,Rock to Baker
"Nelson, Rachel",3/3/2019,4,13,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,10:00 AM,6:00 PM,8:00,6:00 PM,1,BLC,,R,1,Yes,"98223,2",No,Rock to Baker
"Nelson, Rachel",3/3/2019,4,14,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,3:30 PM,6:30 PM,3:00,6:30 PM,1,,,,,Yes,"98263,1",Yes,Dean the fly guy
"Armellino, Daniel",3/3/2019,5,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,1:00 PM,2:15 PM,0:45,1:45 PM,0.6,,,,,No,"98028,2",No,
"Armellino, Daniel",3/3/2019,5,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Gear,1,0,1:00 PM,2:15 PM,0:30,1:30 PM,0.4,,,,,No,"98028,2",No,
"Armellino, Daniel",3/3/2019,5,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,12:00 PM,3:00 PM,3:00,3:00 PM,1,BLC,,R,1,No,"98201,1",Yes,interviewed by April
"Armellino, Daniel",3/3/2019,5,3,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,7:30 AM,3:30 PM,1:36,9:06 AM,0.2,,,,,Yes,"98233,1,98272,1",No,Fabers South
"Armellino, Daniel",3/3/2019,5,3,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,7:30 AM,3:30 PM,6:24,1:54 PM,0.8,,,,,Yes,"98233,1,98272,1",No,Fabers South
"Armellino, Daniel",3/3/2019,5,4,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Fly,2,0,9:00 AM,4:00 PM,2:06,11:06 AM,0.3,,,,,No,"98119,1,98107,1",Yes,Interviwed by April
"Armellino, Daniel",3/3/2019,5,4,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Fly,2,0,9:00 AM,4:00 PM,4:54,1:54 PM,0.7,,,,,No,"98119,1,98107,1",Yes,Interviewed by April
"Armellino, Daniel",3/3/2019,5,5,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Fly,1,0,12:00 PM,4:20 PM,4:20,4:20 PM,1,,,,,No,"98229,2",No,
"Armellino, Daniel",3/3/2019,5,6,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,1:20 PM,4:45 PM,3:25,4:45 PM,1,BLC,,R,1,Yes,"98223,1",No,
"Armellino, Daniel",3/3/2019,5,7,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,3,No,Both,2,1,7:30 AM,5:10 PM,9:40,5:10 PM,1,BLC,,R,1,Yes,"98198,1,98005,1,98815,1",No,
"Armellino, Daniel",3/3/2019,5,8,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,12:00 PM,5:45 PM,4:18,4:18 PM,0.75,,,,,Yes,"98290,2",No,
"Armellino, Daniel",3/3/2019,5,8,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,12:00 PM,5:45 PM,1:26,1:26 PM,0.25,,,,,Yes,"98290,2",No,
"Armellino, Daniel",3/3/2019,5,9,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Gear,1,0,3:30 PM,5:50 PM,2:20,5:50 PM,1,,,,,Yes,"98241,1",No,
"Armellino, Daniel",3/3/2019,5,10,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,8:30 AM,6:20 PM,6:53,3:23 PM,0.7,,,,,Yes,"98133,1,98177,1",No,
"Armellino, Daniel",3/3/2019,5,10,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,8:30 AM,6:20 PM,2:57,11:27 AM,0.3,SH,W,R,1,Yes,"98133,1,98177,1",No,
"Armellino, Daniel",3/3/2019,5,10,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Gear,2,1,8:30 AM,6:20 PM,2:57,11:27 AM,0.3,BLC,,R,1,Yes,"98133,1,98177,1",No,
"Armellino, Daniel",3/3/2019,5,11,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,No,,2,1,6:30 AM,6:30 PM,12:00,6:30 PM,1,SH,W,R,2,Yes,"98284,1,98223,1",No,
"Bosley, April",3/4/2019,1,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,3,No,Fly,1,0,8:00 AM,11:10 AM,3:10,11:10 AM,1,,,,,No,"98247,1,98620,1,98229,1",No,
"Lambert, Leah",3/4/2019,2,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,7:30 AM,10:30 AM,3:00,10:30 AM,1,BLC,,R,1,No,"98284,1",No,"white subis, tabers friend"
"Lambert, Leah",3/4/2019,2,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Gear,1,0,9:30 AM,10:45 AM,1:15,10:45 AM,1,,,,,No,"98237,1",No,white ford with dog
"Armellino, Daniel",3/4/2019,3,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,8:45 AM,2:25 PM,5:40,2:25 PM,1,,,,,No,"98258,1",No,hippie bar
"Armellino, Daniel",3/4/2019,3,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,6:30 AM,3:00 PM,8:30,3:00 PM,1,,,,,Yes,"98027,1",No,
"Nelson, Rachel",3/4/2019,4,1,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,1,No,Gear,1,1,12:00 PM,3:00 PM,3:00,3:00 PM,1,,,,,Yes,"98284,1",No,"Blew his big motor on his boat, bummed. Baker"
"Nelson, Rachel",3/4/2019,4,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,3:30 PM,4:00 PM,0:30,4:00 PM,1,,,,,No,"98225,1",No,swift creek
"Nelson, Rachel",3/4/2019,4,3,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,3,No,Gear,2,1,9:00 AM,6:00 PM,9:00,6:00 PM,1,,,,,Yes,"98024,3",No,"trailer and truck fabor north, one truck fabor south"
"Howard, Jillian",3/5/2019,1,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,9:00 AM,9:30 AM,0:30,9:30 AM,1,,,,,No,"98270,1,98208,1",No,black ford explorer
"Howard, Jillian",3/5/2019,1,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,11:00 AM,11:28 AM,0:28,11:28 AM,1,,,,,No,"98257,1",No,broken reel so done for now
"Howard, Jillian",3/5/2019,1,3,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Fly,1,0,10:30 AM,1:20 PM,1:25,11:55 AM,0.5,,,,,Yes,"98226,1,98248,1",No,chatty mcchattersons
"Howard, Jillian",3/5/2019,1,3,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Fly,1,0,10:30 AM,1:20 PM,1:25,11:55 AM,0.5,,,,,Yes,"98226,1,98248,1",No,chatty mcchattersons
"Lambert, Leah",3/5/2019,2,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Gear,1,0,8:15 AM,8:45 AM,0:30,8:45 AM,1,,,,,No,"98225,1",No,"red xterra, colorado"
"Lambert, Leah",3/5/2019,2,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,6:30 AM,10:15 AM,3:45,10:15 AM,1,BLC,,R,1,Yes,"98273,1",No,white dodge
"Armellino, Daniel",3/5/2019,3,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Rainbow,2,No,Gear,1,0,1:00 PM,2:15 PM,1:15,2:15 PM,1,,,,,Yes,"98155,1,98103,1",Yes,
"Armellino, Daniel",3/5/2019,3,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Gear,1,0,10:30 AM,3:30 PM,2:30,1:00 PM,0.5,,,,,Yes,"98275,1",No,Native Hole
"Armellino, Daniel",3/5/2019,3,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Gear,1,0,10:30 AM,3:30 PM,2:30,1:00 PM,0.5,,,,,Yes,"98275,1",No,Native Hole
"Armellino, Daniel",3/5/2019,3,3,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Gear,1,0,2:30 PM,3:40 PM,1:10,3:40 PM,1,,,,,No,"98011,1,98074,1,94507,1",No,Interviewed by me twice
"Armellino, Daniel",3/5/2019,3,4,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,3,Yes,Fly,2,1,8:00 AM,4:30 PM,8:30,4:30 PM,1,,,,,Yes,"98284,1",No,Native Hole
"Armellino, Daniel",3/5/2019,3,5,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Gear,1,1,3:40 PM,5:30 PM,1:50,5:30 PM,1,,,,,,"98284,1",Yes,interviwed by me
"Nelson, Rachel",3/5/2019,4,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,11:30 AM,1:00 PM,0:45,12:15 PM,0.5,,,,,No,"98257,1",Yes,Steelhead park
"Nelson, Rachel",3/5/2019,4,1,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,1,No,Fly,1,0,11:30 AM,1:00 PM,0:45,12:15 PM,0.5,,,,,No,"98257,1",Yes,Steelhead park
"Nelson, Rachel",3/5/2019,4,2,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,1,No,Fly,1,1,10:30 AM,1:30 PM,3:00,1:30 PM,1,,,,,Yes,"98274,1",No,primitive launch rock
"Nelson, Rachel",3/5/2019,4,3,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,1:30 PM,3:00 PM,1:30,3:00 PM,1,,,,,Yes,"98284,1",No,swift
"Nelson, Rachel",3/5/2019,4,4,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,2,No,Gear,1,1,9:00 AM,3:30 PM,6:30,3:30 PM,1,,,,,Yes,"98284,1,98237,1",No,steelhead park
"Nelson, Rachel",3/5/2019,4,5,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Fly,2,1,7:30 AM,4:00 PM,8:30,4:00 PM,1,,,,,Yes,"99603,1,98292,1",No,faber to baker
"Nelson, Rachel",3/5/2019,4,6,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,1:00 PM,4:15 PM,1:37,2:37 PM,0.5,,,,,Yes,"98257,1",No,baker launch
"Nelson, Rachel",3/5/2019,4,6,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,1:00 PM,4:15 PM,1:37,2:37 PM,0.5,,,,,Yes,"98257,1",No,baker launch
"Nelson, Rachel",3/5/2019,4,7,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,2,No,Fly,1,1,12:00 PM,4:30 PM,4:30,4:30 PM,1,,,,,Yes,"98237,1,98026,1",No,faber
"Nelson, Rachel",3/5/2019,4,8,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,2,No,Fly,2,1,7:30 AM,4:45 PM,9:15,4:45 PM,1,,,,,Yes,"96007,1,94515,1",No,marb to rock
"Nelson, Rachel",3/5/2019,4,9,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,1,No,Both,1,1,4:30 PM,5:30 PM,1:00,5:30 PM,1,,,,,Yes,"98229,1",No,baker (Sean)
"Nelson, Rachel",3/5/2019,4,10,Skagit,Dalles bridge to Marblemount bridge,Drift boat / raft,Boat,Steelhead,3,No,Gear,2,1,8:30 AM,6:00 PM,9:30,6:00 PM,1,,,,,Yes,"98252,1,98223,1,98282,1",No,Rock to baker
"Nelson, Rachel",3/5/2019,4,11,Skagit,Dalles bridge to Marblemount bridge,Pontoon / kick,Shore,Steelhead,1,No,Fly,1,0,9:30 AM,6:00 PM,8:30,6:00 PM,1,,,,,Yes,"98028,1",No,faber to baker
"Nelson, Rachel",3/5/2019,5,12,Skagit,Dalles bridge to Marblemount bridge,Pontoon / kick,Shore,Steelhead,1,No,Fly,1,0,9:30 AM,6:00 PM,8:30,6:00 PM,1,,,,,Yes,"98075,1",No,Faber to Baker
"Nelson, Rachel",3/5/2019,5,13,Skagit,Dalles bridge to Marblemount bridge,Pontoon / kick,Shore,Steelhead,2,No,Fly,1,0,9:30 AM,6:00 PM,8:30,6:00 PM,1,,,,,Yes,"98113,1,98103,1",No,Faber to Baker
"Bosley, April",3/6/2019,1,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Fly,1,0,7:45 AM,8:35 AM,0:50,8:35 AM,1,,,,,No,"98225,2",No,
"Bosley, April",3/6/2019,1,2,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,8:15 AM,10:05 AM,1:50,10:05 AM,1,,,,,No,"98290,2",No,
"Bosley, April",3/6/2019,1,3,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Fly,1,0,9:45 AM,10:15 AM,0:30,10:15 AM,1,,,,,No,"98274,1,98229,1",No,
"Bosley, April",3/6/2019,1,4,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,8:00 AM,10:45 AM,2:45,10:45 AM,1,,,,,No,"98012,1",No,
"Lambert, Leah",3/6/2019,2,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Fly,2,0,9:00 AM,10:30 AM,1:30,10:30 AM,1,,,,,No,"98816,2",No,
"Armellino, Daniel",3/6/2019,3,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Gear,1,0,12:45 PM,1:30 PM,0:45,1:30 PM,1,,,,,No,"98012,1",No,
"Armellino, Daniel",3/6/2019,3,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Fly,1,0,1:30 PM,3:10 PM,1:40,3:10 PM,1,,,,,No,"98284,1",No,
"Armellino, Daniel",3/6/2019,3,3,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Fly,1,0,11:00 AM,3:40 PM,2:48,1:48 PM,0.6,,,,,Yes,"98229,1,98247,1",Yes,"interviewed byleah, second guy here for my interviwe not leah's"
"Armellino, Daniel",3/6/2019,3,3,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Fly,1,0,11:00 AM,3:40 PM,1:52,12:52 PM,0.4,,,,,Yes,"98229,1,98247,1",Yes,
"Armellino, Daniel",3/6/2019,3,4,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,1,No,Fly,1,0,11:00 AM,3:50 PM,4:50,3:50 PM,1,,,,,,"98229,1",No,
"Armellino, Daniel",3/6/2019,3,5,Skagit,Darrington Mill bridge to mouth,Drift boat / raft,Boat,Steelhead,2,Yes,Fly,2,1,9:00 AM,5:30 PM,8:30,5:30 PM,1,BLC,,R,2,Yes,"96007,2",No,
"Nelson, Rachel",3/6/2019,4,1,Skagit,Darrington Mill bridge to mouth,Shore,Shore,Steelhead,2,No,Gear,1,0,10:05 AM,1:00 PM,1:45,11:50 AM,0.6,,,,,No,"98290,2",Yes,101 hole
"Nelson, Rachel",3/6/2019,4,1,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Fly,1,0,10:05 AM,1:00 PM,1:10,11:15 AM,0.4,,,,,No,"98290,2",Yes,101 hole
"Nelson, Rachel",3/6/2019,4,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Fly,1,0,8:30 AM,1:30 PM,5:00,1:30 PM,1,SH,W,R,1,No,"98101,2",No,chapel hole
"Nelson, Rachel",3/6/2019,4,2,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,2,No,Fly,1,0,8:30 AM,1:30 PM,5:00,1:30 PM,1,BLC,,R,1,No,"98101,2",No,chapel hole
"Nelson, Rachel",3/6/2019,4,3,Skagit,Dalles bridge to Marblemount bridge,Shore,Shore,Steelhead,1,No,Gear,1,0,6:30 AM,2:00 PM,7:30,2:00 PM,1,,,,,No,"98284,1",No,"Kaleb, blueberry hole, marblemount bridge"
"Nelson, Rachel",3/6/2019,4,4,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,2,Yes,Gear,1,0,8:00 AM,2:45 PM,6:45,2:45 PM,1,,,,,Yes,"98032,1,98023,1",No,
"Nelson, Rachel",3/6/2019,4,5,Skagit,Dalles bridge to Marblemount bridge,Boat with motor,Boat,Steelhead,1,Yes,Fly,1,1,8:00 AM,9:00 AM,1:00,9:00 AM,1,,,,,Yes,"98506,1",No,Guide for row 4
